build_year,build_year_cat,building_state,facades,garden,living_area,locality_name,number_bedrooms,postal_code,price,property_type,province,swimming_pool,terrace
,,Normal,,0,113.0,Liege,2.0,4000.0,265000.0,apartment,Liège,0,0.0
,,nan,,1,349.0,Wervik,4.0,8940.0,330000.0,residence,West Flanders,0,1.0
,,New,2.0,0,90.0,Namur,2.0,5000.0,249000.0,apartment,Namur,0,1.0
,,To renovate,,1,105.0,Halle,3.0,1500.0,265000.0,residence,Flemish Brabant,0,0.0
1956.0,1950s,Normal,2.0,0,89.0,Schaarbeek,2.0,1030.0,335000.0,apartment,Brussels Capital Region,0,1.0
,,Excellent,,0,115.0,Antwerp,3.0,2000.0,659500.0,apartment,Antwerp,0,1.0
1975.0,1970s,Normal,2.0,0,45.0,Liege,1.0,4020.0,99000.0,apartment,Liège,0,0.0
,,New,3.0,0,86.0,Koersel,1.0,3582.0,308000.0,apartment,Limburg,0,1.0
,,nan,3.0,0,90.0,Braine-le-Comte,2.0,7090.0,165000.0,apartment,Hainaut,0,1.0
,,New,2.0,0,129.0,Verviers,3.0,4800.0,347000.0,apartment,Liège,0,1.0
1956.0,1950s,Normal,4.0,1,228.0,Genk,3.0,3600.0,475000.0,residence,Limburg,0,0.0
,,nan,,0,98.0,Ciney,2.0,5590.0,355000.0,apartment,Namur,0,1.0
1975.0,1970s,Normal,4.0,0,141.0,Ukkel,2.0,1180.0,520000.0,penthouse,Brussels Capital Region,0,1.0
,,New,2.0,1,94.0,Lier,2.0,2500.0,286981.0,ground,Antwerp,0,1.0
,,nan,,0,,Aarsele,,8700.0,353000.0,nan,West Flanders,0,
,,nan,4.0,1,121.0,Dilsen-Stokkem,3.0,3650.0,360033.0,residence,Limburg,0,1.0
1978.0,1970s,nan,2.0,1,84.0,Mechelen,2.0,2800.0,249000.0,apartment,Antwerp,0,1.0
,,nan,,0,,Rijkel,,3840.0,234600.0,nan,Limburg,0,
1903.0,1900s,Excellent,4.0,1,340.0,Beersel,6.0,1650.0,1490000.0,residence,Flemish Brabant,1,1.0
,,New,2.0,1,80.0,Zaffelare,2.0,9080.0,335000.0,apartment,East Flanders,0,1.0
2025.0,2020s,New,2.0,0,116.0,Antwerp,2.0,2018.0,465000.0,penthouse,Antwerp,0,1.0
1973.0,1970s,Normal,,0,,Angleur,3.0,4031.0,149000.0,apartment,Liège,0,1.0
,,New,3.0,0,200.0,Zonhoven,3.0,3520.0,454390.0,residence,Limburg,0,0.0
,,New,2.0,1,132.0,Balen,3.0,2490.0,369439.0,residence,Antwerp,0,0.0
,,New,4.0,0,118.0,La Roche-en-Ardenne,2.0,6980.0,365000.0,apartment,Luxembourg,0,1.0
,,New,3.0,0,100.0,Koersel,2.0,3582.0,367000.0,apartment,Limburg,0,1.0
,,New,3.0,1,179.0,Emblem,3.0,2520.0,455000.0,residence,Antwerp,0,1.0
,,To renovate,3.0,1,380.0,Oignies-En-Thiérache,3.0,5670.0,90000.0,residence,Namur,0,0.0
1956.0,1950s,Normal,2.0,1,180.0,Tubize,4.0,1480.0,395000.0,residence,Walloon Brabant,0,1.0
,,Excellent,,1,160.0,Oupeye,3.0,4680.0,370000.0,residence,Liège,0,1.0
1971.0,1970s,To renovate,3.0,1,101.0,Lummen,4.0,3560.0,250000.0,residence,Limburg,0,1.0
,,New,2.0,0,75.0,Sleidinge,1.0,9940.0,310000.0,apartment,East Flanders,0,1.0
1930.0,1930s,nan,2.0,1,330.0,Zuidschote,4.0,8904.0,199000.0,residence,West Flanders,0,0.0
,,New,2.0,1,97.0,Evere,2.0,1140.0,395000.0,apartment,Brussels Capital Region,0,1.0
1980.0,1980s,Normal,2.0,0,80.0,Liege,,4020.0,110000.0,apartment,Liège,0,0.0
,,New,3.0,0,127.0,Oudergem,3.0,1160.0,645000.0,apartment,Brussels Capital Region,0,1.0
2025.0,2020s,Normal,,0,31.0,Sint-Gillis,0.0,1060.0,240000.0,studio,Brussels Capital Region,0,1.0
2027.0,2020s,New,2.0,0,99.0,Namur,2.0,5000.0,395000.0,apartment,Namur,0,1.0
,,New,4.0,1,108.0,Kontich,3.0,2550.0,250000.0,apartment,Antwerp,0,1.0
,,Excellent,4.0,1,320.0,Bierghes,4.0,1430.0,690000.0,residence,Walloon Brabant,1,1.0
,,nan,,0,67.0,Ciney,1.0,5590.0,268000.0,apartment,Namur,0,1.0
1982.0,1980s,To renovate,2.0,0,84.0,Dave,2.0,5100.0,215000.0,apartment,Namur,0,1.0
2008.0,2000s,Normal,,0,125.0,Aubange,3.0,6790.0,299000.0,apartment,Luxembourg,0,1.0
,,New,,1,100.0,Hasselt,2.0,3500.0,371000.0,apartment,Limburg,0,1.0
1965.0,1960s,Excellent,3.0,1,122.0,Mont-Saint-Guibert,3.0,1435.0,435000.0,residence,Walloon Brabant,0,1.0
1968.0,1960s,nan,,0,,Oignies-En-Thiérache,2.0,5670.0,45000.0,residence,Namur,0,0.0
,,nan,3.0,0,89.0,Namur,3.0,5000.0,209000.0,apartment,Namur,0,
1965.0,1960s,nan,,0,160.0,Ukkel,2.0,1180.0,625000.0,apartment,Brussels Capital Region,0,1.0
,,nan,4.0,1,183.0,Tessenderlo,4.0,3980.0,511200.0,residence,Limburg,0,0.0
,,New,3.0,1,180.0,Éghezée,4.0,5310.0,475000.0,residence,Namur,0,1.0
,,nan,,0,,Namur,,5000.0,399800.0,nan,Namur,0,
2024.0,2020s,nan,2.0,0,104.0,Heusden-Zolder,2.0,3550.0,215000.0,apartment,Limburg,0,1.0
,,New,4.0,1,190.0,Waremme,3.0,4300.0,353567.0,residence,Liège,0,0.0
,,nan,,1,,Couvin,4.0,5660.0,140000.0,residence,Namur,0,0.0
2019.0,2010s,nan,,0,91.0,Geel,2.0,2440.0,315000.0,apartment,Antwerp,0,1.0
,,New,2.0,0,76.0,Brasschaat,1.0,2930.0,289000.0,ground,Antwerp,0,1.0
,,New,4.0,0,94.0,Lier,2.0,2500.0,224900.0,apartment,Antwerp,0,1.0
,,nan,,0,,Brussels,,1000.0,225000.0,nan,Brussels Capital Region,0,
2008.0,2000s,Excellent,4.0,1,426.0,Waterloo,5.0,1410.0,2450000.0,villa,Walloon Brabant,0,1.0
,,New,3.0,1,167.0,Denderleeuw,3.0,9470.0,475000.0,residence,East Flanders,0,1.0
1850.0,1800s,Normal,,1,257.0,Lasne,3.0,1380.0,735000.0,residence,Walloon Brabant,0,0.0
,,nan,,0,,Dalhem,,4607.0,499000.0,nan,Liège,0,
2025.0,2020s,Normal,3.0,0,116.0,Antwerp,2.0,2018.0,440000.0,apartment,Antwerp,0,1.0
2005.0,2000s,nan,,0,428.0,Harelbeke,4.0,8530.0,849000.0,loft,West Flanders,0,1.0
,,Normal,,1,145.0,Mettet,4.0,5640.0,230000.0,residence,Namur,0,0.0
,,New,,1,83.0,Sambreville,2.0,5060.0,300000.0,apartment,Namur,0,0.0
,,New,,1,81.0,Fleurus,2.0,6220.0,228000.0,apartment,Hainaut,0,1.0
,,nan,,0,218.0,Tournai,4.0,7500.0,1099000.0,duplex,Hainaut,1,1.0
1830.0,1800s,To renovate,2.0,1,115.0,Bertrix,3.0,6880.0,109000.0,residence,Luxembourg,0,1.0
,,Normal,2.0,0,68.0,Grivegnée,1.0,4030.0,115000.0,ground,Liège,0,0.0
2003.0,2000s,Normal,,0,119.0,Genk,3.0,3600.0,309000.0,apartment,Limburg,0,1.0
,,New,,0,110.0,Juprelle,2.0,4450.0,283375.0,apartment,Liège,0,1.0
,,New,,1,215.0,Mons,4.0,7000.0,785000.0,penthouse,Hainaut,0,1.0
1919.0,1910s,nan,2.0,1,162.0,Haaltert,3.0,9450.0,245000.0,residence,East Flanders,0,1.0
,,nan,3.0,1,200.0,Messancy,4.0,6780.0,398000.0,residence,Luxembourg,0,1.0
2019.0,2010s,Excellent,2.0,0,90.0,Brussels,2.0,1000.0,335000.0,apartment,Brussels Capital Region,0,0.0
1982.0,1980s,Excellent,,0,360.0,Roeselare,4.0,8800.0,385000.0,apartment,West Flanders,0,1.0
2025.0,2020s,Normal,,1,88.0,Liege,2.0,4000.0,334822.0,apartment,Liège,0,1.0
,,New,,1,115.0,Paal,3.0,3583.0,367500.0,apartment,Limburg,0,1.0
1936.0,1930s,nan,4.0,1,180.0,Arlon,3.0,6700.0,770000.0,residence,Luxembourg,1,1.0
,,nan,2.0,0,85.0,Pont-à-Celles,2.0,6230.0,244600.0,apartment,Hainaut,0,1.0
,,To renovate,2.0,0,196.0,Noville-les-Bois,3.0,5380.0,120000.0,residence,Namur,0,
,,New,4.0,0,124.0,Stabroek,2.0,2940.0,490000.0,apartment,Antwerp,0,1.0
,,Normal,,0,297.0,Ciney,2.0,5590.0,265000.0,residence,Namur,0,1.0
,,New,2.0,0,91.0,Weelde,1.0,2381.0,269920.0,ground,Antwerp,0,1.0
2025.0,2020s,New,2.0,1,103.0,Deinze,2.0,9800.0,391240.0,apartment,East Flanders,0,1.0
,,nan,2.0,0,,Vaux-sous-Chèvremont,2.0,4051.0,95000.0,residence,Liège,0,0.0
,,Normal,4.0,0,657.0,Gonrieux,1.0,5660.0,130000.0,cottage,Namur,0,
,,nan,,0,,Braine-l'Alleud,,1420.0,322000.0,nan,Walloon Brabant,0,
,,nan,,0,,Chimay,,6460.0,218800.0,nan,Hainaut,0,
,,New,3.0,0,241.0,Mol,4.0,2400.0,524613.0,villa,Antwerp,0,0.0
,,New,4.0,0,126.0,Heist-op-den-Berg,2.0,2220.0,300000.0,apartment,Antwerp,0,1.0
,,To renovate,3.0,1,103.0,Lembeke,2.0,9971.0,249000.0,residence,East Flanders,0,1.0
,,nan,,0,,Bertrix,,6880.0,249900.0,nan,Luxembourg,0,
,,New,3.0,1,106.0,Ichtegem,3.0,8480.0,279000.0,apartment,West Flanders,0,1.0
2025.0,2020s,Excellent,4.0,1,,Lathuy,3.0,1370.0,386050.0,villa,Walloon Brabant,0,
,,New,,0,132.0,Meerhout,2.0,2450.0,422720.0,apartment,Antwerp,0,1.0
,,nan,2.0,0,94.0,Namur,2.0,5000.0,270000.0,apartment,Namur,0,1.0
1900.0,1900s,Fully renovated,,1,111.0,Schaarbeek,2.0,1030.0,437500.0,triplex,Brussels Capital Region,0,1.0
,,To renovate,,0,91.0,Liege,1.0,4000.0,155000.0,apartment,Liège,0,1.0
1975.0,1970s,nan,4.0,0,66.0,Beffe,2.0,6987.0,129000.0,chalet,Luxembourg,0,1.0
,,nan,,0,,Eupen,,4700.0,334207.0,nan,Liège,0,
,,New,3.0,1,174.0,Heusden-Zolder,3.0,3550.0,379000.0,residence,Limburg,0,1.0
,,New,2.0,0,141.0,Leopoldsburg,2.0,3970.0,430000.0,apartment,Limburg,0,1.0
,,New,,1,106.0,Mons,3.0,7000.0,325000.0,apartment,Hainaut,0,1.0
,,To renovate,2.0,1,140.0,Ittre,3.0,1460.0,195000.0,residence,Walloon Brabant,0,1.0
,,nan,,0,,Schaarbeek,,1030.0,649000.0,nan,Brussels Capital Region,0,
,,Normal,4.0,1,373.0,Florennes,6.0,5620.0,399000.0,residence,Namur,0,1.0
1960.0,1960s,Normal,4.0,1,263.0,Chastrès,3.0,5650.0,317000.0,residence,Namur,0,1.0
1933.0,1930s,To renovate,2.0,1,130.0,Merchtem,3.0,1785.0,170000.0,residence,Flemish Brabant,0,1.0
1938.0,1930s,Normal,2.0,0,172.0,Brakel,3.0,9660.0,275000.0,residence,East Flanders,0,1.0
,,New,,1,38.0,Jambes,,5100.0,160000.0,studio,Namur,0,1.0
,,Excellent,2.0,1,113.0,Liege,2.0,4000.0,229000.0,residence,Liège,0,1.0
,,New,2.0,0,75.0,Deerlijk,1.0,8540.0,240000.0,apartment,West Flanders,0,1.0
,,To renovate,3.0,1,153.0,Genappe,3.0,1470.0,299000.0,residence,Walloon Brabant,0,1.0
,,Normal,4.0,1,100.0,Mouscron,3.0,7700.0,275000.0,villa,Hainaut,0,1.0
,,Normal,,0,120.0,Arlon,2.0,6700.0,250000.0,apartment,Luxembourg,0,
,,New,2.0,0,120.0,Jemeppe,3.0,4101.0,319000.0,apartment,Liège,0,1.0
,,New,3.0,0,106.0,Vosselaar,2.0,2350.0,401000.0,penthouse,Antwerp,0,1.0
1920.0,1920s,Normal,2.0,1,130.0,Ukkel,3.0,1180.0,499000.0,apartment,Brussels Capital Region,0,1.0
2026.0,2020s,nan,2.0,1,225.0,Balen,3.0,2490.0,369000.0,residence,Antwerp,0,1.0
,,New,,0,114.0,Oostakker,3.0,9041.0,434000.0,apartment,East Flanders,0,1.0
1850.0,1800s,Fully renovated,2.0,1,210.0,Herstal,5.0,4040.0,259000.0,mixed,Liège,0,1.0
,,New,2.0,0,86.0,Leopoldsburg,2.0,3970.0,300000.0,penthouse,Limburg,0,1.0
1920.0,1920s,nan,,0,93.0,Onhaye,2.0,5520.0,179000.0,apartment,Namur,0,1.0
,,New,,1,144.0,Rijkel,3.0,3840.0,329800.0,residence,Limburg,0,1.0
,,To renovate,3.0,1,120.0,Somme-Leuze,2.0,5377.0,160000.0,residence,Namur,0,0.0
1959.0,1950s,Normal,,0,100.0,Mont-sur-Marchienne,2.0,6032.0,189900.0,penthouse,Hainaut,0,1.0
2014.0,2010s,Excellent,2.0,0,88.0,Etterbeek,2.0,1040.0,495000.0,apartment,Brussels Capital Region,0,1.0
,,nan,,0,,Jambes,,5100.0,185000.0,nan,Namur,0,
2023.0,2020s,New,2.0,1,117.0,Orp-Jauche,2.0,1350.0,317800.0,apartment,Walloon Brabant,0,1.0
,,New,3.0,1,106.0,Turnhout,2.0,2300.0,333900.0,apartment,Antwerp,0,1.0
,,nan,2.0,1,212.0,Moustier-Sur-Sambre,3.0,5190.0,330000.0,residence,Namur,0,1.0
2010.0,2010s,Excellent,3.0,1,99.0,Ciplet,2.0,4260.0,249000.0,apartment,Liège,0,1.0
,,New,2.0,0,103.0,Evergem,2.0,9940.0,385000.0,ground,East Flanders,0,1.0
2024.0,2020s,New,2.0,1,94.0,Sint-Denijs-Westrem,2.0,9051.0,398000.0,apartment,East Flanders,0,1.0
,,nan,,0,,Zaffelare,,9080.0,250000.0,nan,East Flanders,0,
1918.0,1910s,To renovate,2.0,1,159.0,Wemmel,4.0,1780.0,345000.0,residence,Flemish Brabant,0,1.0
2016.0,2010s,Excellent,2.0,0,128.0,Nivelles,2.0,1400.0,369000.0,apartment,Walloon Brabant,0,1.0
,,New,,0,94.0,Oudergem,2.0,1160.0,630000.0,apartment,Brussels Capital Region,0,1.0
,,New,4.0,0,111.0,Beverst,2.0,3740.0,377766.0,apartment,Limburg,0,1.0
,,nan,,1,187.0,Dilbeek,4.0,1700.0,753403.0,villa,Flemish Brabant,0,
2025.0,2020s,New,4.0,1,249.0,Molenbeek-Wersbeek,5.0,3461.0,765000.0,residence,Flemish Brabant,0,1.0
2024.0,2020s,New,2.0,1,220.0,Sint-Lievens-Houtem,3.0,9520.0,449000.0,residence,East Flanders,0,1.0
,,nan,,0,,Rijkevorsel,,2310.0,290000.0,nan,Antwerp,0,
2023.0,2020s,nan,,0,84.0,Barvaux-sur-Ourthe,2.0,6940.0,221325.0,apartment,Luxembourg,0,1.0
1920.0,1920s,Excellent,2.0,0,140.0,Brussels,3.0,1000.0,440000.0,apartment,Brussels Capital Region,1,0.0
1989.0,1980s,Excellent,4.0,1,315.0,Rixensart,5.0,1330.0,750000.0,villa,Walloon Brabant,0,0.0
,,To renovate,,1,122.0,Zottegem,3.0,9620.0,325000.0,residence,East Flanders,0,1.0
,,nan,,1,,Sougné-Remouchamps,4.0,4920.0,140000.0,residence,Liège,0,0.0
1998.0,1990s,Excellent,,1,39.0,De Haan,,8420.0,167500.0,apartment,West Flanders,1,1.0
,,Excellent,2.0,0,71.0,Sint-Jans-Molenbeek,1.0,1080.0,229000.0,apartment,Brussels Capital Region,0,1.0
1900.0,1900s,Excellent,2.0,0,150.0,Schaarbeek,3.0,1030.0,375000.0,duplex,Brussels Capital Region,0,1.0
,,New,3.0,1,138.0,Sint-Lambrechts-Woluwe,2.0,1200.0,1400000.0,penthouse,Brussels Capital Region,0,1.0
1972.0,1970s,To renovate,4.0,1,240.0,Arlon,4.0,6700.0,629000.0,residence,Luxembourg,0,1.0
,,Normal,3.0,1,231.0,Somzée,2.0,5651.0,349000.0,residence,Namur,0,1.0
2023.0,2020s,New,4.0,0,126.0,Braine-l'Alleud,3.0,1420.0,439000.0,apartment,Walloon Brabant,0,1.0
,,New,3.0,0,98.0,Vosselaar,2.0,2350.0,410000.0,ground,Antwerp,0,1.0
1990.0,1990s,Normal,4.0,1,406.0,Ukkel,4.0,1180.0,1650000.0,villa,Brussels Capital Region,0,1.0
,,New,4.0,1,85.0,Westerlo,1.0,2260.0,310000.0,ground,Antwerp,0,1.0
2022.0,2020s,nan,2.0,1,227.0,Tessenderlo,3.0,3980.0,525000.0,residence,Limburg,1,0.0
1956.0,1950s,Normal,2.0,1,127.0,Willerzie,3.0,5575.0,169000.0,residence,Namur,0,1.0
2017.0,2010s,Normal,,0,29.0,Brussels,1.0,1000.0,150000.0,apartment,Brussels Capital Region,0,0.0
1973.0,1970s,nan,,1,160.0,Sint-Pieters-Woluwe,4.0,1150.0,495000.0,penthouse,Brussels Capital Region,0,1.0
1947.0,1940s,To renovate,3.0,1,202.0,Ternat,4.0,1740.0,379000.0,residence,Flemish Brabant,0,1.0
,,Normal,4.0,1,77.0,Ramsel,3.0,2230.0,165000.0,chalet,Antwerp,0,1.0
,,New,3.0,1,211.0,Éghezée,4.0,5310.0,509000.0,residence,Namur,0,1.0
,,nan,,0,,Beernem,,8730.0,260500.0,nan,West Flanders,0,
,,New,2.0,0,95.0,Diepenbeek,2.0,3590.0,279725.0,duplex,Limburg,0,1.0
1875.0,1800s,To renovate,2.0,1,158.0,Frameries,3.0,7080.0,149000.0,residence,Hainaut,0,1.0
,,Normal,2.0,1,164.0,Doische,4.0,5680.0,250000.0,residence,Namur,0,1.0
,,New,,1,65.0,Mons,1.0,7000.0,205000.0,apartment,Hainaut,0,1.0
,,New,2.0,0,88.0,Leopoldsburg,1.0,3970.0,305000.0,apartment,Limburg,0,1.0
2025.0,2020s,Excellent,4.0,1,165.0,Heusden,3.0,3550.0,725000.0,penthouse,Limburg,0,1.0
2000.0,2000s,nan,4.0,1,162.0,Saint-Hubert,4.0,6870.0,390000.0,villa,Luxembourg,0,1.0
1974.0,1970s,Normal,4.0,1,,Ukkel,6.0,1180.0,1670000.0,villa,Brussels Capital Region,0,1.0
,,nan,,0,,Roeselare,,8800.0,366251.0,nan,West Flanders,0,
,,nan,4.0,1,369.0,Neufchâteau,4.0,6840.0,595000.0,residence,Luxembourg,0,1.0
,,Normal,3.0,1,318.0,Ohey,6.0,5350.0,549000.0,residence,Namur,0,1.0
,,nan,,1,103.0,Koksijde,2.0,8670.0,536000.0,apartment,West Flanders,0,1.0
,,New,4.0,0,85.0,Pont-à-Celles,2.0,6230.0,235600.0,apartment,Hainaut,0,1.0
2010.0,2010s,Excellent,3.0,1,150.0,Opwijk,4.0,1745.0,450000.0,residence,Flemish Brabant,0,1.0
,,New,2.0,1,77.0,Evere,1.0,1140.0,299000.0,apartment,Brussels Capital Region,0,1.0
,,nan,,0,,Kemzeke,,9190.0,512000.0,nan,East Flanders,0,
,,New,2.0,1,120.0,Sint-Truiden,3.0,3800.0,399000.0,apartment,Limburg,0,1.0
,,New,2.0,1,87.0,Sint-Truiden,2.0,3800.0,299000.0,apartment,Limburg,0,1.0
2014.0,2010s,Excellent,2.0,0,68.0,Moerbeke-Waas,1.0,9180.0,185000.0,apartment,East Flanders,0,1.0
2015.0,2010s,Normal,2.0,0,73.0,Liege,2.0,4020.0,259000.0,apartment,Liège,0,1.0
,,New,4.0,0,104.0,Namur,2.0,5000.0,550000.0,apartment,Namur,0,1.0
2026.0,2020s,New,,1,87.0,Court-Saint-Étienne,2.0,1490.0,319000.0,apartment,Walloon Brabant,0,1.0
,,New,,1,86.0,Mons,2.0,7000.0,270000.0,apartment,Hainaut,0,1.0
1996.0,1990s,nan,4.0,1,242.0,Koningshooikt,4.0,2500.0,420000.0,residence,Antwerp,0,1.0
,,nan,,0,,Anderlecht,,1070.0,132350.0,nan,Brussels Capital Region,0,
,,New,,1,100.0,Hasselt,2.0,3500.0,356000.0,apartment,Limburg,0,1.0
,,Normal,2.0,1,110.0,Ghlin,3.0,7011.0,219000.0,residence,Hainaut,0,1.0
,,New,,1,128.0,Mons,3.0,7000.0,292000.0,residence,Hainaut,0,0.0
1875.0,1800s,To renovate,4.0,1,,Durbuy,7.0,6940.0,1600000.0,mansion,Luxembourg,1,1.0
,,New,3.0,1,198.0,Belgrade,3.0,5001.0,479000.0,residence,Namur,0,1.0
2011.0,2010s,Excellent,4.0,1,110.0,Genval,3.0,1332.0,445000.0,apartment,Walloon Brabant,0,1.0
,,To renovate,4.0,1,287.0,Aubange,4.0,6790.0,335000.0,mixed,Luxembourg,0,1.0
1966.0,1960s,To renovate,4.0,1,377.0,Adegem,4.0,9991.0,490000.0,residence,East Flanders,0,0.0
2022.0,2020s,Excellent,,1,130.0,Braine-l'Alleud,2.0,1420.0,550000.0,ground,Walloon Brabant,0,1.0
,,To renovate,4.0,1,,Hastière-Lavaux,2.0,5540.0,125000.0,residence,Namur,0,0.0
1998.0,1990s,Excellent,3.0,1,180.0,Sint-Pieters-Leeuw,4.0,1600.0,529000.0,residence,Flemish Brabant,0,1.0
,,New,4.0,0,102.0,Fléron,2.0,4620.0,295000.0,apartment,Liège,0,1.0
,,New,,0,87.0,Comblain-au-Pont,2.0,4170.0,254000.0,ground,Liège,0,1.0
,,nan,,0,92.0,Heusden-Zolder,2.0,3550.0,287843.0,apartment,Limburg,0,1.0
2023.0,2020s,New,,0,94.0,Eupen,2.0,4700.0,267471.0,apartment,Liège,0,1.0
,,Normal,3.0,0,63.0,Arsimont,1.0,5060.0,109000.0,apartment,Namur,0,0.0
,,nan,2.0,1,158.0,Oostende,4.0,8400.0,175000.0,residence,West Flanders,0,
2016.0,2010s,Normal,2.0,0,54.0,Gent,1.0,9000.0,249000.0,apartment,East Flanders,0,0.0
1973.0,1970s,Normal,4.0,1,246.0,Turnhout,4.0,2300.0,535000.0,residence,Antwerp,0,0.0
,,New,2.0,0,77.0,Tongeren,2.0,3700.0,249500.0,apartment,Limburg,0,1.0
,,New,4.0,0,62.0,Liege,1.0,4000.0,220000.0,apartment,Liège,0,1.0
,,New,4.0,0,80.0,Sint-Lambrechts-Woluwe,1.0,1200.0,505000.0,apartment,Brussels Capital Region,0,1.0
2024.0,2020s,nan,3.0,1,105.0,Durbuy,3.0,6940.0,348000.0,residence,Luxembourg,0,1.0
,,To renovate,4.0,1,169.0,Hulshout,3.0,2235.0,249000.0,residence,Antwerp,0,1.0
2024.0,2020s,New,3.0,1,103.0,Huy,4.0,4500.0,320000.0,residence,Liège,0,1.0
,,nan,,0,85.0,Sint-Pieters-Woluwe,2.0,1150.0,295000.0,apartment,Brussels Capital Region,0,1.0
,,nan,,0,73.0,Knokke-Heist,2.0,8300.0,575000.0,penthouse,West Flanders,0,1.0
,,nan,4.0,0,91.0,Namur,2.0,5000.0,435000.0,apartment,Namur,0,1.0
,,New,3.0,0,190.0,Vosselaar,3.0,2350.0,700000.0,apartment,Antwerp,0,1.0
2025.0,2020s,nan,2.0,1,86.0,Étalle,2.0,6740.0,338847.0,apartment,Luxembourg,0,1.0
1949.0,1940s,Normal,3.0,1,170.0,Neerpelt,3.0,3910.0,339000.0,residence,Limburg,0,1.0
1966.0,1960s,To renovate,,0,,Liege,1.0,4020.0,145000.0,apartment,Liège,0,0.0
1981.0,1980s,Normal,4.0,1,258.0,Nijlen,4.0,2560.0,595000.0,residence,Antwerp,0,1.0
,,nan,,0,125.0,Aalst,2.0,9300.0,491200.0,apartment,East Flanders,0,1.0
2020.0,2020s,Normal,4.0,0,134.0,Blégny,3.0,4670.0,499000.0,penthouse,Liège,0,1.0
,,Fully renovated,,0,64.0,Koksijde,2.0,8670.0,319000.0,apartment,West Flanders,0,1.0
2007.0,2000s,nan,3.0,1,114.0,Jemeppe-Sur-Sambre,4.0,5190.0,255000.0,residence,Namur,0,1.0
,,Normal,,1,140.0,Meulebeke,2.0,8760.0,189000.0,residence,West Flanders,0,0.0
,,New,3.0,1,193.0,Evergem,4.0,9940.0,458000.0,residence,East Flanders,0,1.0
2025.0,2020s,New,2.0,0,110.0,Sint-Lambrechts-Woluwe,2.0,1200.0,474000.0,apartment,Brussels Capital Region,0,1.0
1619.0,1600s,Fully renovated,4.0,1,221.0,Sint-Truiden,2.0,3800.0,534000.0,residence,Limburg,0,1.0
,,Normal,,0,88.0,Liege,2.0,4020.0,195000.0,apartment,Liège,0,1.0
,,nan,3.0,1,185.0,Sint-Denijs,4.0,8554.0,130000.0,residence,West Flanders,0,0.0
1970.0,1970s,To renovate,4.0,1,106.0,Bonheiden,1.0,2820.0,340000.0,residence,Antwerp,0,0.0
,,New,4.0,0,86.0,Pont-à-Celles,2.0,6230.0,248300.0,apartment,Hainaut,0,1.0
,,New,4.0,0,123.0,Heist-op-den-Berg,2.0,2220.0,300000.0,apartment,Antwerp,0,1.0
,,nan,2.0,1,156.0,Leopoldsburg,3.0,3970.0,249000.0,residence,Limburg,0,1.0
,,New,2.0,0,77.0,Geel,2.0,2440.0,248300.0,apartment,Antwerp,0,1.0
1971.0,1970s,To renovate,2.0,0,95.0,Sint-Kruis,2.0,8310.0,169000.0,apartment,West Flanders,0,1.0
,,nan,2.0,1,175.0,Épinois,2.0,7134.0,230000.0,residence,Hainaut,0,1.0
1999.0,1990s,Excellent,4.0,1,128.0,Modave,3.0,4577.0,395000.0,villa,Liège,0,1.0
2025.0,2020s,New,4.0,1,116.0,Hanzinne,3.0,5621.0,339000.0,residence,Namur,0,1.0
,,Normal,,0,83.0,Tubize,3.0,1480.0,180000.0,apartment,Walloon Brabant,0,
,,To renovate,2.0,0,200.0,Liege,5.0,4000.0,250000.0,residence,Liège,0,1.0
,,New,2.0,1,111.0,Beernem,3.0,8730.0,402000.0,residence,West Flanders,0,1.0
,,Normal,,1,205.0,Dinant,5.0,5500.0,389000.0,villa,Namur,0,1.0
1953.0,1950s,nan,4.0,1,170.0,Kinrooi,3.0,3640.0,365000.0,residence,Limburg,0,1.0
2024.0,2020s,Excellent,3.0,1,204.0,Oosterzele,4.0,9860.0,549000.0,residence,East Flanders,0,1.0
,,Normal,3.0,1,203.0,Bettincourt,4.0,4300.0,249000.0,residence,Liège,0,1.0
1955.0,1950s,Normal,,1,154.0,Eeklo,4.0,9900.0,359000.0,residence,East Flanders,0,0.0
,,New,4.0,0,82.0,Pont-à-Celles,2.0,6230.0,239500.0,apartment,Hainaut,0,1.0
,,Normal,2.0,1,55.0,Maasmechelen,1.0,3630.0,209000.0,apartment,Limburg,0,1.0
,,New,3.0,0,56.0,Laken,1.0,1020.0,252500.0,apartment,Brussels Capital Region,0,1.0
,,Normal,,0,215.0,Namur,2.0,5000.0,259000.0,apartment,Namur,0,0.0
2001.0,2000s,Normal,3.0,1,194.0,Malle,4.0,2390.0,579900.0,residence,Antwerp,0,1.0
,,New,4.0,1,131.0,Namur,3.0,5000.0,575000.0,apartment,Namur,0,1.0
,,Excellent,3.0,0,54.0,Huy,1.0,4500.0,139500.0,apartment,Liège,0,0.0
,,New,2.0,1,159.0,Gentbrugge,3.0,9050.0,554000.0,residence,East Flanders,0,1.0
,,New,,0,99.0,Namur,2.0,5000.0,319885.0,apartment,Namur,0,1.0
1936.0,1930s,To renovate,,1,146.0,Overijse,2.0,3090.0,530000.0,residence,Flemish Brabant,0,0.0
,,nan,3.0,1,133.0,Lummen,3.0,3560.0,361500.0,residence,Limburg,0,0.0
,,New,,0,39.0,Seraing,,4100.0,138000.0,studio,Liège,0,1.0
