build_year,build_year_cat,building_state,facades,garden,living_area,locality_name,number_bedrooms,postal_code,price,property_type,province,swimming_pool,terrace
,,nan,,0,,Beverst,,3740.0,336674.0,nan,Limburg,0,
1899.0,1800s,To renovate,2.0,1,140.0,Seraing,3.0,4100.0,140000.0,residence,Liège,0,1.0
,,New,3.0,1,136.0,Wellen,3.0,3830.0,323000.0,residence,Limburg,0,0.0
1975.0,1970s,Excellent,,1,85.0,Roeselare,2.0,8800.0,175000.0,apartment,West Flanders,0,1.0
,,Fully renovated,2.0,0,35.0,Brussels,,1000.0,215000.0,studio,Brussels Capital Region,0,0.0
1981.0,1980s,Normal,,1,317.0,Lommel,3.0,3920.0,649000.0,residence,Limburg,0,1.0
2025.0,2020s,New,,1,87.0,Denderleeuw,2.0,9470.0,277450.0,apartment,East Flanders,0,1.0
,,nan,,0,,Kapellen,,2950.0,99999.0,nan,Antwerp,0,
,,nan,,1,101.0,Koksijde,2.0,8670.0,524600.0,apartment,West Flanders,0,1.0
,,New,,1,165.0,Munsterbilzen,3.0,3740.0,412306.0,residence,Limburg,0,1.0
,,New,4.0,1,200.0,Neufmaison,3.0,7332.0,314900.0,residence,Hainaut,0,1.0
1977.0,1970s,Normal,4.0,1,119.0,Rochefort,3.0,5580.0,269000.0,residence,Namur,0,1.0
2025.0,2020s,New,3.0,1,167.0,Sint-Truiden,4.0,3800.0,456400.0,residence,Limburg,0,0.0
1991.0,1990s,To renovate,4.0,1,190.0,Beervelde,2.0,9080.0,575000.0,residence,East Flanders,0,1.0
,,Normal,4.0,0,243.0,Somme-Leuze,5.0,5377.0,260000.0,residence,Namur,0,0.0
,,Excellent,4.0,1,167.0,Antwerp,3.0,2000.0,830000.0,apartment,Antwerp,0,1.0
,,New,3.0,1,73.0,Berchem-Sainte-Agathe,1.0,1082.0,302500.0,apartment,Brussels Capital Region,0,1.0
,,Excellent,3.0,1,133.0,Fexhe-le-Haut-Clocher,4.0,4347.0,375000.0,residence,Liège,0,1.0
2025.0,2020s,New,3.0,1,78.0,Wondelgem,2.0,9032.0,295000.0,apartment,East Flanders,0,1.0
1976.0,1970s,Excellent,4.0,1,140.0,Lasne,3.0,1380.0,645000.0,residence,Walloon Brabant,0,1.0
,,nan,,0,,Chaumont-Gistoux,,1325.0,465000.0,nan,Walloon Brabant,0,
1874.0,1800s,Normal,3.0,1,220.0,Bavikhove,4.0,8531.0,285000.0,residence,West Flanders,0,1.0
2017.0,2010s,New,3.0,1,108.0,Ciney,2.0,5590.0,350000.0,apartment,Namur,0,1.0
,,New,3.0,0,121.0,Vosselaar,2.0,2350.0,438000.0,ground,Antwerp,0,1.0
,,Excellent,4.0,1,53.0,La Roche-en-Ardenne,2.0,6980.0,280000.0,chalet,Luxembourg,0,1.0
,,nan,,0,95.0,Ottignies,2.0,1340.0,360000.0,apartment,Walloon Brabant,0,1.0
,,New,2.0,0,80.0,Anderlecht,3.0,1070.0,385000.0,apartment,Brussels Capital Region,0,1.0
,,New,4.0,1,111.0,Puurs,2.0,2870.0,454000.0,penthouse,Antwerp,0,1.0
1938.0,1930s,To renovate,4.0,1,141.0,Sint-Katelijne-Waver,3.0,2860.0,265000.0,residence,Antwerp,0,0.0
,,nan,,0,,Beveren,,9120.0,269000.0,nan,East Flanders,0,
1927.0,1920s,Normal,2.0,1,335.0,Vorst,6.0,1190.0,895000.0,residence,Brussels Capital Region,0,1.0
2012.0,2010s,Excellent,4.0,1,300.0,Braine-le-Château,6.0,1440.0,995000.0,residence,Walloon Brabant,1,1.0
,,New,,0,104.0,Liege,2.0,4000.0,378250.0,apartment,Liège,0,1.0
,,nan,,0,,Berlaar,,2590.0,139000.0,land,Antwerp,0,0.0
,,Excellent,3.0,1,160.0,Genappe,3.0,1470.0,495000.0,residence,Walloon Brabant,0,1.0
2025.0,2020s,nan,,0,104.0,Ichtegem,3.0,8480.0,325000.0,duplex,West Flanders,0,1.0
1980.0,1980s,Normal,,0,327.0,Pelt,4.0,3900.0,450000.0,residence,Limburg,0,0.0
1987.0,1980s,Normal,4.0,1,320.0,Grâce-Hollogne,3.0,4460.0,575000.0,residence,Liège,0,1.0
,,Excellent,2.0,1,200.0,Sint-Pieters-Woluwe,4.0,1150.0,765000.0,residence,Brussels Capital Region,0,1.0
2025.0,2020s,nan,4.0,1,148.0,Chaumont-Gistoux,4.0,1325.0,679000.0,villa,Walloon Brabant,0,1.0
,,nan,,1,101.0,Koksijde,2.0,8670.0,505100.0,apartment,West Flanders,0,1.0
,,nan,2.0,1,130.0,Halle,3.0,1500.0,279000.0,residence,Flemish Brabant,0,1.0
2024.0,2020s,nan,2.0,1,93.0,Lier,2.0,2500.0,348000.0,apartment,Antwerp,0,1.0
,,New,2.0,1,84.0,Herentals,1.0,2200.0,265000.0,ground,Antwerp,0,1.0
,,nan,,0,,Diest,,3290.0,261000.0,nan,Flemish Brabant,0,
1950.0,1950s,Normal,3.0,1,269.0,Ternat,3.0,1740.0,320000.0,residence,Flemish Brabant,0,1.0
,,nan,,0,,Beringen,,3580.0,377435.0,nan,Limburg,0,
,,New,3.0,0,108.0,Koersel,2.0,3582.0,375000.0,apartment,Limburg,0,1.0
1967.0,1960s,Excellent,4.0,1,57.0,Trois-Ponts,2.0,4980.0,165000.0,chalet,Liège,0,1.0
,,New,2.0,1,64.0,Herentals,1.0,2200.0,227500.0,ground,Antwerp,0,1.0
,,New,,1,75.0,Beveren,1.0,9120.0,280000.0,apartment,East Flanders,0,1.0
,,New,4.0,0,,Kapellen,1.0,2950.0,99999.0,apartment,Antwerp,0,1.0
,,To renovate,3.0,1,244.0,Walhain,5.0,1457.0,290000.0,residence,Walloon Brabant,0,1.0
1970.0,1970s,Normal,,1,102.0,Amonines,2.0,6997.0,179000.0,chalet,Luxembourg,0,0.0
,,New,,0,180.0,Aalst,3.0,9300.0,599000.0,loft,East Flanders,0,1.0
,,New,4.0,0,125.0,Aywaille,3.0,4920.0,299000.0,penthouse,Liège,0,1.0
,,New,4.0,0,87.0,Jambes,1.0,5100.0,258207.0,apartment,Namur,0,1.0
,,nan,,0,95.0,Louvain-la-Neuve,3.0,1348.0,410000.0,apartment,Walloon Brabant,0,1.0
1970.0,1970s,To renovate,3.0,1,190.0,Nijlen,3.0,2560.0,360000.0,residence,Antwerp,0,1.0
1850.0,1800s,Normal,4.0,1,409.0,Battice,5.0,4651.0,450000.0,cottage,Liège,0,1.0
,,To renovate,2.0,0,51.0,Arlon,,6700.0,135000.0,studio,Luxembourg,0,0.0
1948.0,1940s,nan,3.0,0,190.0,Wavre,3.0,1300.0,325000.0,residence,Walloon Brabant,0,1.0
,,New,2.0,1,126.0,Wetteren,3.0,9230.0,404500.0,residence,East Flanders,0,1.0
,,Normal,2.0,1,143.0,Hoboken,2.0,2660.0,349000.0,residence,Antwerp,0,1.0
1953.0,1950s,Normal,2.0,1,165.0,Izegem,3.0,8870.0,155000.0,residence,West Flanders,0,1.0
,,New,2.0,0,67.0,Antwerp,1.0,2018.0,226000.0,apartment,Antwerp,0,1.0
1930.0,1930s,Normal,4.0,1,280.0,Vorst,4.0,1190.0,920000.0,residence,Brussels Capital Region,0,1.0
1930.0,1930s,Normal,2.0,1,440.0,Menen,3.0,8930.0,469000.0,residence,West Flanders,0,1.0
,,Normal,2.0,1,96.0,Loppem,2.0,8210.0,297000.0,apartment,West Flanders,0,1.0
,,New,,0,92.0,Geel,2.0,2440.0,293800.0,apartment,Antwerp,0,1.0
1912.0,1910s,nan,2.0,1,156.0,Arlon,3.0,6700.0,355000.0,residence,Luxembourg,0,1.0
2001.0,2000s,nan,,1,114.0,Schilde,3.0,2970.0,434000.0,apartment,Antwerp,0,0.0
1905.0,1900s,To renovate,4.0,1,507.0,Namur,6.0,5000.0,600000.0,residence,Namur,0,1.0
1950.0,1950s,To renovate,2.0,1,196.0,Sint-Pieters-Woluwe,3.0,1150.0,420000.0,residence,Brussels Capital Region,0,
1970.0,1970s,nan,4.0,1,110.0,Nivelles,3.0,1400.0,425000.0,residence,Walloon Brabant,0,1.0
1960.0,1960s,nan,4.0,1,181.0,Heusden-Zolder,3.0,3550.0,275000.0,residence,Limburg,0,0.0
1956.0,1950s,Excellent,,1,163.0,Boortmeerbeek,2.0,3190.0,335000.0,residence,Flemish Brabant,0,1.0
,,New,3.0,0,78.0,Vosselaar,1.0,2350.0,315000.0,ground,Antwerp,0,1.0
,,nan,,0,,Sint-Pieters-Woluwe,,1150.0,400000.0,nan,Brussels Capital Region,0,
2004.0,2000s,nan,2.0,0,180.0,Hoogstraten,4.0,2320.0,625000.0,residence,Antwerp,0,0.0
1968.0,1960s,nan,2.0,0,100.0,Wavre,2.0,1300.0,290000.0,apartment,Walloon Brabant,0,1.0
,,New,,0,93.0,Leopoldsburg,2.0,3970.0,320000.0,apartment,Limburg,0,1.0
,,nan,2.0,0,210.0,Avelgem,3.0,8580.0,145000.0,residence,West Flanders,0,1.0
,,New,2.0,1,114.0,Edegem,3.0,2650.0,475000.0,residence,Antwerp,0,1.0
2025.0,2020s,nan,,0,,Hoeselt,2.0,3730.0,365000.0,apartment,Limburg,0,1.0
1996.0,1990s,nan,2.0,0,89.0,Tubize,2.0,1480.0,220000.0,apartment,Walloon Brabant,0,0.0
1993.0,1990s,Excellent,4.0,0,158.0,Ukkel,3.0,1180.0,670000.0,duplex,Brussels Capital Region,0,1.0
,,nan,,1,101.0,Dilsen-Stokkem,2.0,3650.0,287280.0,apartment,Limburg,0,1.0
1850.0,1800s,Normal,2.0,1,362.0,Dison,3.0,4820.0,295000.0,mixed,Liège,0,1.0
1971.0,1970s,nan,4.0,1,,Heusden-Zolder,3.0,3550.0,279000.0,residence,Limburg,0,1.0
,,New,4.0,1,93.0,Evere,2.0,1140.0,391000.0,apartment,Brussels Capital Region,0,1.0
,,nan,,0,,Mons,,7000.0,175000.0,nan,Hainaut,0,
1984.0,1980s,Normal,2.0,0,174.0,Hasselt,3.0,3500.0,375000.0,apartment,Limburg,0,1.0
,,nan,,0,,Scherpenheuvel,,3270.0,452250.0,nan,Flemish Brabant,0,
2025.0,2020s,New,3.0,1,180.0,Havelange,4.0,5370.0,349000.0,residence,Namur,0,1.0
,,Excellent,,1,115.0,Blankenberge,3.0,8370.0,348800.0,residence,West Flanders,0,1.0
1948.0,1940s,To renovate,2.0,1,160.0,Lier,4.0,2500.0,299000.0,residence,Antwerp,0,0.0
1930.0,1930s,To renovate,3.0,0,106.0,Tongeren,2.0,3700.0,225000.0,apartment,Limburg,0,1.0
,,New,4.0,1,147.0,Achet,3.0,5362.0,338248.0,residence,Namur,0,
,,Normal,,1,205.0,Andrimont,3.0,4821.0,595000.0,cottage,Liège,0,1.0
,,nan,,0,112.0,Antwerp,2.0,2000.0,499000.0,apartment,Antwerp,0,1.0
1957.0,1950s,nan,4.0,1,191.0,Kinrooi,3.0,3640.0,459000.0,residence,Limburg,0,1.0
,,nan,,0,,Brussels,,1000.0,347000.0,nan,Brussels Capital Region,0,
1987.0,1980s,nan,3.0,1,347.0,Deerlijk,5.0,8540.0,648000.0,mixed,West Flanders,0,0.0
,,nan,,0,143.0,Rumst,3.0,2840.0,427900.0,apartment,Antwerp,0,1.0
,,New,4.0,1,54.0,Jambes,1.0,5100.0,210000.0,apartment,Namur,0,1.0
2025.0,2020s,nan,3.0,1,225.0,Heppen,4.0,3971.0,389000.0,residence,Limburg,0,1.0
,,New,,1,103.0,Gent,2.0,9000.0,429000.0,apartment,East Flanders,0,1.0
1967.0,1960s,nan,,0,32.0,Duinbergen,1.0,8301.0,225000.0,apartment,West Flanders,0,0.0
1910.0,1910s,nan,4.0,1,267.0,Jambes,4.0,5100.0,375000.0,apartment,Namur,0,1.0
1949.0,1940s,nan,,0,,Heusden-Zolder,,3550.0,475000.0,apartment,Limburg,0,1.0
,,New,4.0,1,179.0,Lierde,3.0,9570.0,425000.0,residence,East Flanders,0,1.0
1985.0,1980s,Normal,4.0,1,337.0,Brasschaat,4.0,2930.0,929000.0,residence,Antwerp,1,0.0
,,New,,0,168.0,Sint-Idesbald,3.0,8670.0,695000.0,apartment,West Flanders,0,1.0
,,New,3.0,1,161.0,Olen,3.0,2250.0,351208.0,residence,Antwerp,0,1.0
2013.0,2010s,Excellent,2.0,1,100.0,Braine-l'Alleud,2.0,1420.0,295000.0,duplex,Walloon Brabant,0,1.0
1920.0,1920s,Normal,2.0,0,110.0,Wavre,3.0,1300.0,199000.0,residence,Walloon Brabant,0,1.0
1965.0,1960s,Normal,2.0,0,69.0,Koekelberg,2.0,1081.0,199000.0,apartment,Brussels Capital Region,0,1.0
,,nan,,0,,Houthulst,,8650.0,286000.0,nan,West Flanders,0,
2008.0,2000s,Excellent,,0,93.0,Brussels,2.0,1000.0,420000.0,apartment,Brussels Capital Region,0,1.0
2025.0,2020s,nan,2.0,1,,Veurne,3.0,8630.0,379264.0,residence,West Flanders,0,0.0
,,New,2.0,1,133.0,Meerhout,3.0,2450.0,395000.0,residence,Antwerp,0,1.0
1982.0,1980s,To renovate,2.0,0,156.0,Liege,4.0,4000.0,79000.0,mixed,Liège,0,1.0
1931.0,1930s,To renovate,4.0,1,,Vaux-sur-Sûre,3.0,6640.0,95000.0,residence,Luxembourg,0,0.0
,,New,,1,118.0,Hasselt,2.0,3500.0,357000.0,ground,Limburg,0,1.0
2024.0,2020s,Fully renovated,2.0,0,136.0,Huy,2.0,4500.0,179000.0,apartment,Liège,0,1.0
,,nan,4.0,1,213.0,Begijnendijk,4.0,3130.0,649500.0,residence,Flemish Brabant,0,1.0
,,Excellent,3.0,0,65.0,Saint-Georges-sur-Meuse,2.0,4470.0,169000.0,residence,Liège,0,1.0
,,nan,,1,177.0,Rijkevorsel,4.0,2310.0,379000.0,residence,Antwerp,0,0.0
,,New,,1,69.0,Mons,1.0,7000.0,205000.0,apartment,Hainaut,0,1.0
1940.0,1940s,To renovate,4.0,1,137.0,Gooik,1.0,1755.0,285000.0,residence,Flemish Brabant,0,1.0
,,Normal,4.0,1,370.0,Embourg,5.0,4053.0,595000.0,villa,Liège,0,1.0
1933.0,1930s,Excellent,2.0,1,178.0,Beverst,3.0,3740.0,479000.0,residence,Limburg,0,1.0
,,nan,,0,,Haacht,,3150.0,355000.0,nan,Flemish Brabant,0,
1972.0,1970s,Normal,3.0,0,127.0,Bissegem,3.0,8501.0,220000.0,residence,West Flanders,0,1.0
,,To renovate,3.0,1,85.0,Mont-sur-Marchienne,2.0,6032.0,110000.0,residence,Hainaut,0,
,,New,,0,148.0,Willerzie,3.0,5575.0,247000.0,residence,Namur,0,1.0
2025.0,2020s,New,2.0,1,187.0,Ichtegem,4.0,8480.0,349500.0,residence,West Flanders,0,1.0
2011.0,2010s,Normal,3.0,1,212.0,Gavere,4.0,9890.0,545000.0,residence,East Flanders,0,1.0
1958.0,1950s,Normal,4.0,1,175.0,Rixensart,5.0,1330.0,665000.0,villa,Walloon Brabant,0,1.0
,,nan,,1,86.0,Aarschot,2.0,3200.0,285797.0,apartment,Flemish Brabant,0,1.0
1952.0,1950s,Normal,2.0,0,108.0,Sint-Gillis,3.0,1060.0,565000.0,apartment,Brussels Capital Region,0,1.0
1907.0,1900s,Normal,4.0,1,270.0,Geel,4.0,2440.0,574000.0,cottage,Antwerp,0,1.0
2025.0,2020s,New,3.0,1,187.0,Ichtegem,4.0,8480.0,384000.0,residence,West Flanders,0,1.0
,,New,,0,116.0,Sambreville,3.0,5060.0,405000.0,apartment,Namur,0,0.0
,,nan,,1,135.0,Schoenberg,4.0,4782.0,215000.0,cottage,Liège,0,1.0
,,New,4.0,1,148.0,Vedrin,4.0,5020.0,459196.0,residence,Namur,0,
,,nan,,1,,Vaux-et-Borset,5.0,4530.0,230000.0,residence,Liège,0,0.0
1950.0,1950s,nan,4.0,1,220.0,Lummen,3.0,3560.0,199000.0,residence,Limburg,0,
2020.0,2020s,nan,2.0,0,124.0,Tournai,3.0,7500.0,398000.0,apartment,Hainaut,0,1.0
,,To renovate,2.0,0,65.0,Elsene,1.0,1050.0,189000.0,apartment,Brussels Capital Region,0,1.0
2025.0,2020s,nan,,1,103.0,Marche-en-Famenne,2.0,6900.0,287300.0,apartment,Luxembourg,0,1.0
,,New,2.0,0,85.0,Braine-le-Comte,2.0,7090.0,239000.0,apartment,Hainaut,0,1.0
1971.0,1970s,Normal,2.0,0,107.0,Gent,3.0,9000.0,318000.0,apartment,East Flanders,0,1.0
,,New,2.0,1,166.0,Herentals,3.0,2200.0,375000.0,residence,Antwerp,0,1.0
2018.0,2010s,nan,,0,106.0,Brugge,2.0,8000.0,349000.0,apartment,West Flanders,0,1.0
,,New,3.0,0,72.0,Koersel,1.0,3582.0,236000.0,apartment,Limburg,0,1.0
,,nan,2.0,0,138.0,Chimay,3.0,6460.0,356100.0,apartment,Hainaut,0,1.0
2026.0,2020s,New,3.0,0,114.0,Wavre,3.0,1300.0,505000.0,apartment,Walloon Brabant,0,1.0
,,New,,0,71.0,Namur,1.0,5000.0,284000.0,apartment,Namur,0,1.0
1963.0,1960s,To renovate,,0,48.0,Anderlecht,1.0,1070.0,120000.0,apartment,Brussels Capital Region,0,1.0
,,To renovate,3.0,0,103.0,Mechelen,2.0,2800.0,220000.0,apartment,Antwerp,0,1.0
,,Excellent,2.0,0,117.0,Vorst,2.0,1190.0,745000.0,apartment,Brussels Capital Region,0,0.0
,,New,2.0,1,88.0,Heusden-Zolder,1.0,3550.0,275000.0,apartment,Limburg,0,1.0
,,nan,,0,,Ekeren,,2180.0,359000.0,nan,Antwerp,0,
1949.0,1940s,nan,2.0,1,225.0,Vilvoorde,6.0,1800.0,480000.0,residence,Flemish Brabant,0,1.0
,,New,2.0,1,,Pelt,3.0,3900.0,331000.0,residence,Limburg,0,0.0
,,To renovate,,1,437.0,Duffel,3.0,2570.0,295000.0,residence,Antwerp,0,1.0
,,New,3.0,1,125.0,Mons,3.0,7000.0,365000.0,residence,Hainaut,0,1.0
,,To renovate,3.0,1,87.0,Zomergem,2.0,9930.0,349000.0,residence,East Flanders,0,0.0
,,New,2.0,0,116.0,Berg,2.0,3700.0,369210.0,duplex,Limburg,0,1.0
,,New,4.0,0,106.0,Nijlen,2.0,2560.0,365000.0,apartment,Antwerp,0,1.0
,,New,3.0,1,181.0,Emblem,3.0,2520.0,460000.0,residence,Antwerp,0,1.0
1957.0,1950s,Normal,,1,139.0,Dilbeek,4.0,1700.0,425000.0,residence,Flemish Brabant,0,1.0
1975.0,1970s,nan,2.0,0,75.0,Nivelles,2.0,1400.0,180000.0,apartment,Walloon Brabant,0,1.0
1979.0,1970s,Normal,,1,255.0,Wilrijk,5.0,2610.0,595000.0,residence,Antwerp,0,1.0
,,nan,2.0,1,130.0,Zottegem,4.0,9620.0,229000.0,residence,East Flanders,0,
,,Normal,3.0,1,110.0,Amay,3.0,4540.0,199000.0,residence,Liège,0,1.0
1933.0,1930s,Excellent,3.0,1,56.0,Rixensart,1.0,1330.0,205000.0,apartment,Walloon Brabant,0,0.0
1950.0,1950s,Excellent,2.0,0,305.0,Mortsel,2.0,2640.0,375000.0,residence,Antwerp,0,1.0
,,New,2.0,1,100.0,Balen,2.0,2490.0,273000.0,apartment,Antwerp,0,1.0
2020.0,2020s,nan,,1,,Geel,2.0,2440.0,279000.0,ground,Antwerp,0,1.0
1890.0,1800s,To renovate,4.0,1,115.0,Bovigny,2.0,6671.0,149000.0,residence,Luxembourg,0,1.0
1904.0,1900s,Normal,2.0,0,163.0,Borgerhout,4.0,2140.0,349000.0,residence,Antwerp,0,0.0
1905.0,1900s,Excellent,,0,103.0,Vorst,2.0,1190.0,258000.0,apartment,Brussels Capital Region,0,1.0
,,Fully renovated,2.0,0,80.0,Namur,1.0,5000.0,275000.0,apartment,Namur,0,
,,New,2.0,1,171.0,Herentals,3.0,2200.0,391000.0,residence,Antwerp,0,1.0
2015.0,2010s,Normal,,1,89.0,Bekkevoort,2.0,3460.0,329000.0,ground,Flemish Brabant,0,1.0
,,nan,,0,,Virton,,6760.0,179000.0,nan,Luxembourg,0,
1945.0,1940s,nan,2.0,0,46.0,Etterbeek,1.0,1040.0,189000.0,apartment,Brussels Capital Region,0,0.0
,,New,4.0,0,63.0,Fléron,1.0,4620.0,204000.0,apartment,Liège,0,1.0
,,Excellent,,0,240.0,Aublain,4.0,5660.0,525000.0,residence,Namur,0,1.0
2023.0,2020s,New,2.0,1,124.0,Kinrooi,2.0,3640.0,341726.0,ground,Limburg,0,1.0
,,New,3.0,0,85.0,Kemzeke,1.0,9190.0,299000.0,penthouse,East Flanders,0,1.0
,,New,,0,55.0,Seraing,1.0,4100.0,161000.0,apartment,Liège,0,1.0
,,New,,0,141.0,Welkenraedt,3.0,4840.0,474000.0,apartment,Liège,0,1.0
2024.0,2020s,Normal,,1,76.0,Leopoldsburg,1.0,3970.0,206900.0,apartment,Limburg,0,1.0
,,Fully renovated,2.0,0,60.0,Brussels,1.0,1000.0,265000.0,apartment,Brussels Capital Region,0,0.0
,,New,3.0,1,219.0,Louveigné,4.0,4141.0,500900.0,residence,Liège,0,0.0
,,New,2.0,1,103.0,Nevele,3.0,9850.0,424600.0,apartment,East Flanders,0,1.0
,,Normal,2.0,1,107.0,Mol,3.0,2400.0,337000.0,apartment,Antwerp,0,1.0
2007.0,2000s,Normal,2.0,0,85.0,Elsene,2.0,1050.0,395000.0,apartment,Brussels Capital Region,0,0.0
1969.0,1960s,nan,,0,65.0,Gilly,2.0,6060.0,105000.0,apartment,Hainaut,0,1.0
,,New,,0,91.0,Heusden-Zolder,2.0,3550.0,276066.0,apartment,Limburg,0,1.0
1963.0,1960s,To renovate,4.0,1,460.0,Ukkel,5.0,1180.0,1750000.0,residence,Brussels Capital Region,0,1.0
,,New,3.0,1,100.0,Roisin,3.0,7387.0,199000.0,residence,Hainaut,0,1.0
1850.0,1800s,Normal,2.0,1,135.0,Saint-Hubert,4.0,6870.0,135000.0,residence,Luxembourg,0,1.0
1967.0,1960s,Excellent,,1,182.0,Velm,3.0,3806.0,350000.0,residence,Limburg,0,1.0
,,New,2.0,1,68.0,Evere,1.0,1140.0,335000.0,apartment,Brussels Capital Region,0,1.0
1969.0,1960s,To renovate,2.0,0,54.0,Liege,1.0,4000.0,130000.0,apartment,Liège,0,1.0
2005.0,2000s,Excellent,2.0,0,87.0,Tongeren,2.0,3700.0,225000.0,apartment,Limburg,0,1.0
,,Normal,3.0,1,800.0,Ohey,2.0,5350.0,299000.0,residence,Namur,0,1.0
,,New,2.0,0,113.0,Turnhout,2.0,2300.0,276230.0,apartment,Antwerp,0,1.0
,,nan,,0,,Braine-l'Alleud,,1420.0,260000.0,nan,Walloon Brabant,0,
1970.0,1970s,To renovate,2.0,0,60.0,Evere,1.0,1140.0,179000.0,apartment,Brussels Capital Region,0,1.0
1929.0,1920s,Normal,2.0,1,152.0,Anderlecht,3.0,1070.0,359000.0,mixed,Brussels Capital Region,0,1.0
2014.0,2010s,Excellent,2.0,0,77.0,Gent,2.0,9000.0,345000.0,apartment,East Flanders,0,0.0
2006.0,2000s,nan,,0,117.0,Roeselare,2.0,8800.0,225000.0,apartment,West Flanders,0,1.0
2026.0,2020s,New,,0,,Incourt,3.0,1315.0,463606.0,residence,Walloon Brabant,0,0.0
,,nan,2.0,0,231.0,Durbuy,5.0,6940.0,300000.0,apartment,Luxembourg,0,0.0
2002.0,2000s,Fully renovated,2.0,0,91.0,Knokke,2.0,8300.0,585000.0,apartment,West Flanders,0,1.0
1970.0,1970s,Normal,2.0,0,102.0,Ganshoren,3.0,1083.0,230000.0,apartment,Brussels Capital Region,0,1.0
,,To renovate,3.0,1,85.0,Mussy-la-Ville,2.0,6750.0,69000.0,residence,Luxembourg,0,0.0
,,Normal,4.0,1,190.0,Aubange,3.0,6790.0,350000.0,residence,Luxembourg,0,1.0
,,nan,,1,90.0,Habay,1.0,6720.0,269900.0,apartment,Luxembourg,0,1.0
,,New,2.0,1,104.0,Evere,2.0,1140.0,425000.0,apartment,Brussels Capital Region,0,1.0
,,New,,1,78.0,Mons,2.0,7000.0,285630.0,apartment,Hainaut,0,1.0
1972.0,1970s,Normal,4.0,1,,Tervuren,5.0,3080.0,1295000.0,residence,Flemish Brabant,0,1.0
1998.0,1990s,nan,2.0,0,75.0,Perwez,2.0,1360.0,259000.0,apartment,Walloon Brabant,0,1.0
,,New,2.0,0,97.0,Lier,2.0,2500.0,339000.0,apartment,Antwerp,0,1.0
1875.0,1800s,To renovate,3.0,0,95.0,Grâce-Hollogne,2.0,4460.0,119000.0,residence,Liège,0,0.0
1939.0,1930s,nan,2.0,0,63.0,Oostende,1.0,8400.0,128000.0,apartment,West Flanders,0,1.0
1850.0,1800s,To renovate,3.0,1,123.0,Malonne,2.0,5020.0,280000.0,residence,Namur,0,0.0
2025.0,2020s,New,2.0,1,96.0,Gent,3.0,9000.0,395000.0,apartment,East Flanders,0,1.0
,,Normal,2.0,1,101.0,Mol,2.0,2400.0,315456.0,apartment,Antwerp,0,1.0
,,New,4.0,1,220.0,Awans,4.0,4340.0,495526.0,residence,Liège,0,
2025.0,2020s,New,2.0,1,100.0,Nevele,3.0,9850.0,389400.0,apartment,East Flanders,0,1.0
2022.0,2020s,Excellent,,1,447.0,Marche-en-Famenne,6.0,6900.0,950000.0,residence,Luxembourg,0,0.0
,,New,2.0,0,79.0,Modave,2.0,4577.0,244500.0,apartment,Liège,0,1.0
,,New,4.0,0,64.0,Rijkevorsel,1.0,2310.0,257000.0,apartment,Antwerp,0,1.0
,,nan,,0,,Landen,,3400.0,316000.0,nan,Flemish Brabant,0,
,,nan,,1,103.0,Machelen,3.0,1830.0,325548.0,apartment,Flemish Brabant,0,1.0
,,To renovate,2.0,0,427.0,Nivelles,5.0,1400.0,350000.0,residence,Walloon Brabant,0,1.0
,,New,3.0,1,119.0,Antwerp,3.0,2018.0,475000.0,residence,Antwerp,0,1.0
1942.0,1940s,nan,3.0,1,218.0,Bierwart,3.0,5380.0,295000.0,residence,Namur,0,1.0
1989.0,1980s,Normal,4.0,1,120.0,Céroux-Mousty,3.0,1341.0,395000.0,residence,Walloon Brabant,0,1.0
1937.0,1930s,Normal,4.0,1,113.0,Spa,3.0,4900.0,295000.0,residence,Liège,0,1.0
1875.0,1800s,To renovate,4.0,1,163.0,Thon,2.0,5300.0,260000.0,residence,Namur,0,1.0
,,nan,,1,138.0,Aarsele,3.0,8700.0,353000.0,residence,West Flanders,0,0.0
,,nan,,0,,Schepdaal,,1703.0,377375.0,nan,Flemish Brabant,0,
1926.0,1920s,Fully renovated,2.0,1,94.0,Elsene,2.0,1050.0,650000.0,ground,Brussels Capital Region,0,1.0
,,nan,,0,,Arlon,,6700.0,252500.0,nan,Luxembourg,0,
,,New,2.0,0,92.0,Lier,2.0,2500.0,335000.0,penthouse,Antwerp,0,1.0
1957.0,1950s,Normal,4.0,1,460.0,Sint-Genesius-Rode,4.0,1640.0,1890000.0,residence,Flemish Brabant,1,1.0
1939.0,1930s,To renovate,,1,230.0,Liedekerke,5.0,1770.0,275000.0,residence,Flemish Brabant,0,0.0
1989.0,1980s,Excellent,4.0,1,315.0,Genval,4.0,1332.0,750000.0,residence,Walloon Brabant,0,0.0
,,New,3.0,1,133.0,Sint-Lambrechts-Woluwe,3.0,1200.0,930000.0,apartment,Brussels Capital Region,0,1.0
,,New,3.0,1,164.0,Namur,3.0,5000.0,381210.0,residence,Namur,0,0.0
1972.0,1970s,Normal,3.0,1,120.0,Alsemberg,3.0,1652.0,405000.0,residence,Flemish Brabant,0,1.0
,,New,2.0,0,107.0,Leopoldsburg,2.0,3970.0,340000.0,apartment,Limburg,0,1.0
1950.0,1950s,Excellent,2.0,0,253.0,Schaarbeek,3.0,1030.0,579000.0,duplex,Brussels Capital Region,0,1.0
